KKID,KKMC,CLOUD_ID,TOLLGATENO,DWSSQY,DWZT,QDFS,QDDBH,QDQBMS,JGZT,SFNRGJJH,FXS,DWPMT,DWPMTMS,DXXSJT,DXXSJTMS,NXBSJT,NXBSJTMS,XXDSJT,XXDSJTMS,BXNSJT,BXNSJTMS,ISDELFLG,JGSB
4.201E+17,临江大道前进路（万达公馆）,92,0272012ZM12301,3,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,体育街彭刘杨路,93,0272012ZM12302,3,0,信号机,,,,2,4,,,,,,,,,,,1,
4.201E+17,张之洞路体育街,94,0272012ZM12303,3,0,,,,,2,1,,,,,,,,,,,1,信号机
4.201E+17,铭新街南京路,57,0272012HY12002,1,0,信号机,,,,2,2,upload/20140902105801/2铭新街南京路.jpg,,,,,,,,,,1,
9000009,杨春湖和谐路,1009,0272013JY00007,3,,,,,,,2,,,,,,,,,,,1,
9000010,欢乐大道杨春湖路,1010,0272013JY00008,3,,,,,,,2,,,,,,,,,,,1,
4.201E+17,中山路民主路路口,96,0272012ZM12305,2,,信号机,,,,,4,,,,,,,,,,,1,
4.201E+17,胜利街五福路,65,0272012HY12010,1,0,信号机,,,,2,2,upload/20140910101929/10胜利街五福路.jpg,,,,,,,,,,1,
4.201E+17,中山路中铁十一局,97,0272012ZM12306,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,建设大道台北路,66,0272012HY12011,1,0,信号机,,,,2,2,upload/20140910102222/11建设大道台北路.jpg,,,,,,,,,,1,
4.201E+17,民主路武昌路路口（古楼洞）,98,0272012ZM12307,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,民主路胭脂路丁字路口,99,0272012ZM12308,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,中山大道卢沟桥,67,0272012HY12012,1,0,信号机,,,,2,4,upload/20140910102443/12中山大道卢沟桥路路口.jpg,,,,,,,,,,1,
4.201E+17,团结大道秦园东路,129,0272012ZM12326,3,0,信号机,,,,2,3,,,,,,,,,,,1,
4.201E+17,顺道街_前进二路,76,0272012HY12022,,0,信号机,,,,2,2,upload/20140910105216/22顺道街前进二路.jpg,,,,,,,,,,1,
4.201E+17,大兴路路段,77,0272012HY12023,,0,信号机,,,,2,1,upload/20140910105400/23大兴路路段（单行线）.jpg,,,,,,,,,,1,
4.201E+17,恒安路建安路,109,0272012ZM12318,2,3,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,红旗渠路_新湾五路,78,0272012HY12024,,,信号机,,,,2,4,upload/20140910110008/24红旗渠路新湾五路.jpg,,,,,,,,,,1,
4.201E+17,平安路雅安街,111,0272012ZM12320,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,平安路瑞安街,112,0272012ZM12321,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,芳草大道四新南路,80,0272012HY12026,3,3,信号机,,,,2,4,upload/20140910110643/26芳草大道四新南路.jpg,,,,,,,,,,1,
4.201E+17,恒安路瑞安街,113,0272012ZM12322,2,0,信号机,,,,1,2,,,,,,,,,,,1,
4.201E+17,汉阳大道永丰路,82,0272012HY12028,1,0,信号机,,,,2,2,upload/20140910111136/28汉阳大道永丰路.jpg,,,,,,,,,,1,
4.201E+17,洪山路_天鹅路路口,124,0272012ZM12324,2,0,信号机,,,,2,3,,,,,,,,,,,1,
4.201E+17,临江大道秦园路,85,0272012HY12031,1,0,信号机,,,,2,3,upload/20140910111956/31临江大道秦园路.jpg,,,,,,,,,,1,
4.201E+17,友谊大道秦园路,134,0272012ZM12328,3,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,和平大道建一路,86,0272012HY12032,,0,,,,,2,1,upload/20140910112325/32和平大道建设一路.jpg,,,,,,,,,,1,
4.201E+17,友谊大道建一路,87,0272012HY12033,1,0,信号机,,,,,4,upload/20140910112552/33友谊大道建设一路.jpg,,,,,,,,,,1,
0272014JW10002,八一路_广八路,1302,0272014JW10002,3,0,,,,,2,2,,,,,,,,,,,1,
4.201E+17,友谊大道园林路,88,0272012HY12034,1,0,,,,,2,2,upload/20140910112929/34友谊大道园林路.jpg,,,,,,,,,,1,
0272014JW10003,八一路珞珈南路,1303,0272014JW10003,,,,,,,,1,,,,,,,,,,,1,
0272012LF227,长江大桥_龟山（汉阳_武昌BK)DELLF,1201,0272012LF227,,0,原点,,原点,,2,1,,,,,,,,,,,0,
0272012TS10025,二环线_二七路高架前后拍TS,528,0272012TS10025,2,0,信号机取电,,,,2,2,upload/20150106/20150106155721erhuanxianerqilukakou.jpg,,upload/20150106/20150106155730E.jpg,,,,upload/20150106/20150106155737W.jpg,,,,1,
0272012TS10022,发展大道_黑泥湖路TS,526,0272012TS10022,2,0,信号机取电,,,,,3,upload/20141231/20141231143201fazhangdadaoheinihulu.jpg,,,,upload/20141231/20141231143218S (1).jpg,,,,upload/20141231/20141231143213N.jpg,,1,
0272012TS10024,发展大道_二七横路TS,527,0272012TS10024,2,,信号机取电,,,,,2,,,,,,,,,,,1,
4.201E+17,京汉大道_前进四路口,1026,12031,1,0,,,,,,3,,,,,,,,,,,1,
4.201E+17,新华路江汉北路路口,1027,12034,2,0,,,,,,3,,,,,,,,,,,1,
4.201E+17,新华路协和医院横道,1028,12035,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,书城路文秀街路口,142,0272012ZM12335,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,青化路康宁路路口,132,0272012ZM12340,4,0,信号机,,,,2,2,,,,,,,,,,,1,
0272014bk10024,长江大桥_龟山（汉阳_武昌BK)bk,10005,0272014bk10024,1,,,,,,,1,,,,,,,,,,,1,
4.201E+17,青化路武钢侧门,125,0272012ZM12344,4,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,建一路辽宁街,119,0272012ZM12349,3,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,楚善街张之洞路,118,0272012ZM12350,2,0,信号机,,,,2,1,,,,,,,,,,,1,
4.201E+17,首义路张之洞路,117,0272012ZM12351,2,3,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,琴台大道五琴路西300MLF,243,0272012LF12150,2,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,沿湖路东湖渔场LF,225,0272012LF12148,2,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,中山大道荣华一路口,1031,12039,2,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,后湖大道汉黄路路口,1109,12026,3,3,,,,,,2,,,,,,,,,,,1,
4.201E+17,中山大道民生路口,202,12033,1,3,,,,,,2,,,,,,,,,,,1,
0272010TS10014,武汉大道岳家嘴立交麦德龙TS,583,0272010TS10014,2,0,信号机取电,,,,2,1,upload/20141231/20141231143537wuhandadaoyuejiazhuilijiao.jpg,,,,upload/20141231/20141231143703maidelong.jpg,,,,,,1,
0272010TS10015,武汉大道_徐东高架南落点卡口TS,584,0272010TS10015,2,0,信号灯取电,,,,2,1,upload/20141231/20141231143001changjiangerqiaoxudongluodian.jpg,,,,,,,,upload/20141231/20141231143021nanluodiankakou.jpg,,1,
0272014bk10015,常青路_三环线南_进城出城bk,1414,0272014bk10015,3,0,信号灯机箱,,信号灯机箱,,2,2,upload/20141210/20141210111327cql.png,,,,,,,,,,1,
0272014bk10008,汉阳大道_三环线_进城出城bk,1167,0272014bk10008,,,,,,,,2,upload/20141210/20141210110947hanyangdadao.jpg,,,,,,,,,,1,
0272014bk10016,冶金大道_三环线_北500M_进城出城bk,1415,0272014bk10016,,,,,,,,2,upload/20141210/20141210111440yejindadao.jpg,,,,,,,,,,1,
0272014bk10006,光谷一路_三环线_进城出城bk,1175,0272014bk10006,,,,,,,,2,upload/20141210/20141210111501guangguyilu.jpg,,,,,,,,,,1,
0272014bk10018,江城大道_三环线_进城出城bk,1180,0272014bk10018,,,,,,,,2,upload/20141210/20141210111640jiangchengdadao.png,,,,,,,,,,1,
0272014bk10019,解放大道三环线_东500M_出城bk,1181,0272014bk10019,,,,,,,,1,upload/20141210/20141210111711jiefangdadao.jpg,,,,,,,,,,1,
0272014bk10020,古田二路_三环线_南800M_出城bk,1182,0272014bk10020,,,,,,,,1,upload/20141210/20141210111746gutianerlu.jpg,,,,,,,,,,1,
4.201E+17,长江二桥bk,149,0272012LF12163,,,,,,,,2,upload/20141210/20141210111837changjiangerqiao.png,,,,,,,,,,1,
0272014LF14012,发展大道淮海路LF,1072,0272014LF14012,2,0,红绿灯取电,,,,,3,upload/20140930161240/淮海.jpg,,upload/20140930153825/dong.jpg,,upload/20140930153825/nan.jpg,南向右转单独立杆,upload/20140930153825/xi.jpg,,,,1,交换机，光收发器
4.201E+17,B_香港路工商局,58,0272012HY12003,1,2,,,,,2,2,upload/20140902110038/3香港路工商局.jpg,,,,,,,,,,0,
4.201E+17,京汉大道解放公园路,56,0272012HY12001,1,0,信号机,,,,2,3,upload/20140902105141/1京汉大道解放公园路.jpg,,,,,,,,,,1,
4.201E+17,沿江大道六合路,59,0272012HY12004,1,0,,,,,2,2,upload/20140902110320/4沿江大道六合路.jpg,,,,,,,,,,1,
4.201E+17,胜利街三阳路,60,0272012HY12005,1,0,信号机,,,,2,1,upload/20140902110606/5胜利街三阳路.jpg,,,,,,,,,,1,
4.201E+17,绿缘路路段,63,0272012HY12008,1,,信号机,,,,2,1,upload/20140902111354/8绿缘路路段（单行线）.jpg,,,,,,,,,,1,
4.201E+17,胜利街一元路,64,0272012HY12009,,0,信号机,,,,,2,upload/20140902111732/9胜利街一元路.jpg,,,,,,,,,,1,
0272014LF14011,发展大道振兴四路LF,1075,0272014LF14011,2,0,红绿灯取电,,,,,2,upload/20140930161219/振兴四.jpg,,upload/20140930152020/image025.jpg,,,,upload/20140930152020/image027.jpg,,,,1,交换机，光收发器
4.201E+17,中山路武昌火车站门口,95,0272012ZM12304,3,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,友谊大道三环线_西1KMLF,248,0272012LF12135,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,解放大道球场街东LF,236,0272012LF12113,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,后湖大道新荣客运站_进城LF,233,0272012LF12127,3,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,古田二路_三环线_南800M_进城LF,228,0272012LF12132,3,,,,,,,1,,,,,,,,,,,1,
4.201E+17,汉施公路新河大桥桥东LF,270,0272012LF12147,5,0,,,,,,2,,,,,,,,,,,1,
0272014LF14006,发展大道金墩街LF,1077,0272014LF14006,2,0,红绿灯取电,,,,,4,upload/20140930160740/金墩.jpg,,upload/20140930144856/发展大道金墩街东向.JPG,,upload/20140930144856/发展大道金墩街南向.JPG,,upload/20140930144856/发展大道金墩街西向.JPG,,upload/20140930144856/发展大道金墩街北向.JPG,,1,交换机，光收发器
0272014LF14008,发展大道银墩街LF,1080,0272014LF14008,2,0,红绿灯取电,,,,,3,upload/20140930160625/银墩.jpg,,upload/20140930143321/发展大道银墩街东向.JPG,,,,upload/20140930143321/发展大道银墩街南向.JPG,,upload/20140930143321/发展大道银墩街北向.JPG,,1,交换机，光收发器
4.201E+17,八一路襄阳汉办,1082,11131,,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,东三路洪山侧路,1083,11132,2,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,平安路文治街,1084,11133,,0,,,,,,3,,,,,,,,,,,1,
4.201E+17,珞瑜东路森林公园,1087,11138,,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,珞喻东路三环线西出口人行,1089,11140,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,高新四路中芯二路LF,1091,11142,4,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,流芳大道东园西路,1094,11145,4,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,高新二路湖北第二师范学院大门口LF,1096,11147,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,南湖大道软件园三路,1097,11151,3,0,,,,,,3,,,,,,,,,,,1,
4.201E+17,中山大道六渡桥天桥段,1110,12032,1,3,,,,,,2,,,,,,,,,,,1,
0272013kx13003,金桥大道与兴业路路口,588,0272013kx13003,3,0,信号机,,,,,4,,,,,,,,,,,1,
0272013kx13004,金桥大道与正义路路口,589,0272013kx13004,3,,信号机,,,,,1,,,,,,,,,,,1,
0272013kx13005,黄浦大街与九万方路路口,590,0272013kx13005,3,,信号机,,,,,2,,,,,,,,,,,1,
0272013kx13006,黄浦大街与建设大道路口,591,0272013kx13006,3,0,信号机,,,,,2,,,,,,,,,,,1,
4.201E+17,民主路解放路路口（司门口）,100,0272012ZM12309,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,解放路中山路丁字路口,102,0272012ZM12310,2,,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,台北路台北一路,69,0272012HY12014,1,0,信号机,,,,2,4,upload/20140910103020/14台北路台北一路.jpg,,,,,,,,,,1,
4.201E+17,民主路民主三巷（胖锅轩）,103,0272012ZM12312,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,金门路,70,0272012HY12015,1,2,信号机,,,,2,1,upload/20140910103318/15金门路路段（单行线）.jpg,,,,,,,,,,0,
4.201E+17,中山路友谊大道,105,0272012ZM12313,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,静安路北安街,104,0272012ZM12314,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,静安路福安街,106,0272012ZM12315,2,0,信号机,,,,2,2,,,,,,,,,,,1,
4.201E+17,解放大道长丰大道,71,0272012HY12016,,0,信号机,,,,2,3,upload/20140910104020/16解放大道长丰路.jpg,,,,,,,,,,1,
4.201E+17,丁字桥大浪淘沙门口,107,0272012ZM12316,2,0,信号机,,,,2,1,,,,,,,,,,,1,
4.201E+17,解放大道工农路,72,0272012HY12017,1,0,,,,,2,2,upload/20140910104236/17解放大道工农路.jpg,,,,,,,,,,1,
4.201E+17,高新大道省体校门口LF,245,0272012LF12141,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,107国道新沟桥中队门前LF,269,0272012LF12145,4,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,罗七路汉阳大道北LF,241,0272012LF12149,2,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,解放大道汉宜路西(至汉西路)LF,237,0272012LF12151,2,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,解放大道台北路东LF,254,0272012LF12112,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,和平大道建设九路_进城LF,231,0272012LF12136,3,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,友谊大道工业三路口,1041,11101,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,友谊大道123街坊人行道,1042,11102,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,冶金大道_工业三路口,1044,11155,3,0,,,,,,2,,,,,,,,,,,1,
0272013kx13002,金桥大道与后湖大道,587,0272013kx13002,3,0,信号机,,,,,4,,,,,,,,,,,1,
4.201E+17,和平大道建设三路口,1046,11106,,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,工业路恩施街路口,1049,11109,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,工业二路随州街路口,1050,11110,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,工业二路恩施街路口（,1051,11111,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,临江大道四马路口,1055,11117,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,临江大道大成路口,1056,11118,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,临江大道南湾俊园人行横道,1057,11119,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,三环线青菱立交_东3.5KMLF,263,0272012LF12109,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,解放大道万松园路（外环）LF,239,0272012LF12117,1,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,友谊南路满春街_至晴川桥LF,264,0272012LF12119,1,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,三民路(中山大道至沿河大道)LF,52,0272012LF12121,1,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,沿河大道(~口路至崇仁路)LF,163,0272012LF12122,2,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,白沙洲大道_三环线_北200M_进城LF,226,0272012LF12134,3,0,,,,,,1,,,,,,,,,,,1,
4.201E+17,和平大道粮道街中学人行,1058,11120,1,3,,,,,,2,,,,,,,,,,,1,
4.201E+17,平安路瑞安街,1059,11121,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,沙湖大道东湖西路,1061,11152,1,,,,,,,2,,,,,,,,,,,1,
4.201E+17,中北路岳家嘴,1119,11124,1,2,,,,,,2,,,,,,,,,,,0,
0272011TS10003,八一路_阳光路TS,572,0272011TS10003,3,0,信号机取电,,,,2,2,upload/20141231/20141231142022bayiluyangguanlu.jpg,,upload/20141231/20141231142108E.jpg,,,,upload/20141231/20141231142116W.jpg,,,,1,
0272011TS10004,八一路_沙湾路TS,573,0272011TS10004,2,0,信号机取电,,,,2,2,upload/20141231/20141231141834bayilushawanlu.jpg,,upload/20141231/20141231141901bayilushawanluE.jpg,,,,upload/20141231/20141231141909bayilushawanluW.jpg,,,,1,
0272011XX10000,沿江大道黎黄陂路,1163,0272011XX10000,1,,,,,,,1,,,,,,,,,,,1,
0272014bk10007,金桥大道_三环线_进城出城bk,1166,0272014bk10007,3,0,,,,,,2,upload/20141210/20141210105614jinqiaodadao.jpg,,,,,,,,,,1,
0272014LF14023,发展大道中一路路段LF,1015,0272014LF14023,,0,诱导屏取电,,,,,2,upload/20140930161914/2.jpg,,upload/20140930162742/东DSCN4586.JPG,,,,upload/20140930162742/西DSCN4589.JPG,,,,1,交换机，光收发器
4.201E+17,京汉大道_交易路口,1020,12019,1,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,百步亭花园路安居路,1036,12049,,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,汉阳大道西桥路口,1037,12051,2,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,安居路幸福街,1038,12052,,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,常青三路新湾一路,1039,12053,3,0,,,,,,4,,,,,,,,,,,1,
4.201E+17,鹦鹉大道翠微路口,1107,12046,2,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,南泥湾大道丰硕路口,1108,12043,3,0,,,,,,4,,,,,,,,,,,1,
0272013TS10016,徐东大街(销品茂至宏昌路)TS,585,0272013TS10016,2,0,信号机取电,,,,2,1,upload/20141231/20141231143851wuhandaodahongchanglukougongjiaolukou.jpg,,,,,,,,upload/20141231/20141231143905hongc.jpg,,1,
0272013TS10017,徐东大街(火车头体育场至徐东平价商场)TS,520,0272013TS10017,2,,信号机取电,,,,2,1,upload/20150106/20150106155144wuhandadaohuochetou.jpg,,,,upload/20150106/20150106155213huo.jpg,,,,,,1,
0272013TS10018,徐东大街（徐东嘉园至团结大道）TS,521,0272013TS10018,2,0,,,,,,1,,,,,,,,,,,1,
0272013TS10021,武汉大道(梨园转盘至华电小区)TS,524,0272013TS10021,2,,信号机取电,,,,2,1,upload/20150106/20150106155308wuhandadaohuadianxiaolu.jpg,,,,upload/20150106/20150106155319h.jpg,,,,,,1,
0272014TS10035,东湖路_天鹅路路口TS,1111,0272014TS10035,2,0,信号机取电,,,,2,3,upload/20150113/20150113145953donghulutianelu.jpg,,upload/20150113/20150113150041e.jpg,,upload/20150113/20150113150022s.jpg,,upload/20150113/20150113150031w.jpg,,,,1,
0272014TS10037,洪山路_惠明路路口TS,1113,0272014TS10037,2,0,信号机取电,,,,2,3,upload/20150113/20150113150154hongshanluhuiminglu.jpg,,,,upload/20150113/20150113150209s.jpg,,upload/20150113/20150113150215w.jpg,,upload/20150113/20150113150201n.jpg,,1,
0272014TS10038,洪山路_水果湖横路路口TS,1114,0272014TS10038,2,0,信号机取电,,,,2,2,upload/20150113/20150113150234hongshanlushuoguohuhenglu.jpg,,,,upload/20150113/20150113150245s.jpg,,,,upload/20150113/20150113150240n.jpg,,1,
0272014TS10039,八一路_珞狮北路路口TS,1115,0272014TS10039,2,0,信号机取电,,,,2,4,upload/20150113/20150113150341bayiluluoshibeilu.jpg,,upload/20150113/20150113150524e.jpg,,upload/20150113/20150113150502s.jpg,,upload/20150113/20150113150508w.jpg,,upload/20150113/20150113150448n.jpg,,1,
4.201E+17,关山大道_华夏学院_进城LF,229,0272012LF12139,3,0,红绿灯取电,,,,,1,,,,,,,,,,,1,
4.201E+17,东三环_白云路匝道(武汉站)LF,227,0272012LF12137,3,0,,,,,,2,,,,,,,,,,,1,
4.201E+17,解放大道台北路,238,12013,2,0,,,,,,,,,,,,,,,,,1,
4.201E+17,解放大道香港路,277,12014,2,0,,,,,,,,,,,,,,,,,1,
11122,平安路雅安街,10053,11122,3,0,,,,,,2,,,,,,,,,,,1,
272014GGZN14012,鹦鹉洲长江大桥汉阳侧,10056,0272014GG14012,2,0,,,,,,2,,,,,,,,,,,1,
0272014JY00030,京汉大道前进一路JY,10058,0272014JY00014,1,0,,,,,1,2,,,upload/20150410/20150410151639d.jpg,,,,upload/20150410/20150410151644x.jpg,,,,1,
0272014JY00102,南湖大道华农北门路口,10059,0272014JY00102,3,0,,,,,1,2,,,,,,,,,,,0,
620011020,沿江大道三阳道JY,10060,620011020,2,0,,,,,,0,,,,,,,,,,,0,
706761002,三眼桥三眼桥北路,10061,706761002,2,,,,,,1,2,,,,,,,,,,,1,
0272014JY00098,工业路随州街JY,10062,0272014JY00101,3,0,,,,,1,2,,,,,upload/20150411/20150411102622n.jpg,,,,upload/20150411/20150411102617b.jpg,,1,
0272014JY00010,沿江大道卢沟桥路JY,10063,0272014JY00007,2,0,,,,,1,2,,,,,,,,,,,0,
0272014JY00012,临江大道彭刘杨西路JY,10064,0272014JY00016,3,0,,,,,1,2,,,,,upload/20150410/20150410135829n.jpg,,,,upload/20150410/20150410135821b.jpg,,1,
0272014JY00092,工业二路黄州街JY,10065,0272014JY00038,3,0,,,,,1,2,,,upload/20150410/20150410120434dong.jpg,,,,upload/20150410/20150410120442xi.jpg,,,,1,
0272014JY00008,沿江大道天津路JY,10068,0272014JY00008,2,0,,,,,1,3,,,,,upload/20150410/20150410151821n.jpg,,upload/20150410/20150410151832x.jpg,,upload/20150410/20150410151807b.jpg,,1,
